SchoolID,School,var,est,moe,type,description
7,Fowler Drive,homeprob_wire,1.651452751,[0.08345 - 3.21945],pct,Percentage living in a home with exposed wiring
8,Gaines,homeprob_wire,1.1662152,[0.18625 - 2.14625],pct,Percentage living in a home with exposed wiring
9,Howard B Stroud,homeprob_wire,0.341082283,[-0.2468 - 0.92908],pct,Percentage living in a home with exposed wiring
10,Judia Jackson Harris,homeprob_wire,0.782878354,[-0.7858 - 2.35088],pct,Percentage living in a home with exposed wiring
11,Choice Zone-East,homeprob_wire,3.111662637,[-0.6129 - 6.83569],pct,Percentage living in a home with exposed wiring
12,Oglethorpe,homeprob_wire,0.513531934,[-0.0743 - 1.10153],pct,Percentage living in a home with exposed wiring
13,Timothy Rd.,homeprob_wire,0.257948372,[-0.1340 - 0.64994],pct,Percentage living in a home with exposed wiring
14,Whit Davis,homeprob_wire,0.29358785,[-0.0984 - 0.68558],pct,Percentage living in a home with exposed wiring
15,Whitehead Rd.,homeprob_wire,2.97240742,[-0.5555 - 6.50040],pct,Percentage living in a home with exposed wiring
16,Winterville,homeprob_wire,0.618036825,[-0.5576 - 1.79406],pct,Percentage living in a home with exposed wiring
0,School Zone not specified by respondent,homeprob_wire,0.934816978,[0.15084 - 1.71884],pct,Percentage living in a home with exposed wiring
1,Bettye Henderson Holston,homeprob_window,2.699875129,[-1.0249 - 6.42389],pct,Percentage living in a home with broken or boarded windows
2,Barnett Shoals,homeprob_window,1.860671725,[0.09667 - 3.62467],pct,Percentage living in a home with broken or boarded windows
3,Barrow,homeprob_window,2.022546961,[-0.1331 - 4.17851],pct,Percentage living in a home with broken or boarded windows
4,Choice Zone-West,homeprob_window,1.200159848,[-0.1717 - 2.57217],pct,Percentage living in a home with broken or boarded windows
5,Johnnie Lay Burks,homeprob_window,5.260101894,[1.53619 - 8.98419],pct,Percentage living in a home with broken or boarded windows
6,Cleveland Road,homeprob_window,1.297578802,[0.12157 - 2.47357],pct,Percentage living in a home with broken or boarded windows
7,Fowler Drive,homeprob_window,1.273115425,[-0.2948 - 2.84111],pct,Percentage living in a home with broken or boarded windows
8,Gaines,homeprob_window,10.18689107,[2.15081 - 18.2221],pct,Percentage living in a home with broken or boarded windows
9,Howard B Stroud,homeprob_window,1.340304039,[-0.0318 - 2.71238],pct,Percentage living in a home with broken or boarded windows
10,Judia Jackson Harris,homeprob_window,2.348635062,[-0.3954 - 5.09264],pct,Percentage living in a home with broken or boarded windows
11,Choice Zone-East,homeprob_window,7.312474157,[0.84443 - 13.7803],pct,Percentage living in a home with broken or boarded windows
12,Oglethorpe,homeprob_window,1.966493773,[-0.5813 - 4.51443],pct,Percentage living in a home with broken or boarded windows
13,Timothy Rd.,homeprob_window,0.475242728,[0.08324 - 0.86724],pct,Percentage living in a home with broken or boarded windows
14,Whit Davis,homeprob_window,4.118372809,[3.72637 - 4.51037],pct,Percentage living in a home with broken or boarded windows
15,Whitehead Rd.,homeprob_window,4.792413007,[-0.1075 - 9.69241],pct,Percentage living in a home with broken or boarded windows
16,Winterville,homeprob_window,14.33724697,[-1.7342 - 30.4092],pct,Percentage living in a home with broken or boarded windows
0,School Zone not specified by respondent,homeprob_window,5.204512269,[-0.2838 - 10.6928],pct,Percentage living in a home with broken or boarded windows
1,Bettye Henderson Holston,homeprob_walls,2.311375366,[-1.4129 - 6.03539],pct,Percentage living in a home with outside walls that lean or slant
2,Barnett Shoals,homeprob_walls,0.207430166,[-0.1845 - 0.59943],pct,Percentage living in a home with outside walls that lean or slant
3,Barrow,homeprob_walls,1.697363052,[-0.4581 - 3.85331],pct,Percentage living in a home with outside walls that lean or slant
4,Choice Zone-West,homeprob_walls,0.875577595,[-0.3006 - 2.05156],pct,Percentage living in a home with outside walls that lean or slant
5,Johnnie Lay Burks,homeprob_walls,2.087164392,[0.32319 - 3.85119],pct,Percentage living in a home with outside walls that lean or slant
6,Cleveland Road,homeprob_walls,0.371436851,[-0.2165 - 0.95943],pct,Percentage living in a home with outside walls that lean or slant
7,Fowler Drive,homeprob_walls,3.981720464,[-3.0742 - 11.0377],pct,Percentage living in a home with outside walls that lean or slant
8,Gaines,homeprob_walls,2.78704778,[-1.7203 - 7.29503],pct,Percentage living in a home with outside walls that lean or slant
9,Howard B Stroud,homeprob_walls,1.208473296,[0.03248 - 2.38448],pct,Percentage living in a home with outside walls that lean or slant
10,Judia Jackson Harris,homeprob_walls,0.782878354,[-0.7858 - 2.35088],pct,Percentage living in a home with outside walls that lean or slant
11,Choice Zone-East,homeprob_walls,1.027956352,[0.04795 - 2.00795],pct,Percentage living in a home with outside walls that lean or slant
12,Oglethorpe,homeprob_walls,0.171177311,[-0.2202 - 0.56312],pct,Percentage living in a home with outside walls that lean or slant
13,Timothy Rd.,homeprob_walls,0.365362268,[-0.0266 - 0.75736],pct,Percentage living in a home with outside walls that lean or slant
14,Whit Davis,homeprob_walls,0.29358785,[-0.0984 - 0.68558],pct,Percentage living in a home with outside walls that lean or slant
15,Whitehead Rd.,homeprob_walls,2.47852092,[-1.0494 - 6.00652],pct,Percentage living in a home with outside walls that lean or slant
16,Winterville,homeprob_walls,6.403651045,[-5.3566 - 18.1636],pct,Percentage living in a home with outside walls that lean or slant
0,School Zone not specified by respondent,homeprob_walls,1.81160859,[0.43967 - 3.18367],pct,Percentage living in a home with outside walls that lean or slant
1,Bettye Henderson Holston,homeprob_roof,1.898644316,[-1.8259 - 5.62269],pct,Percentage living in a home missing shingles or roofing materials
2,Barnett Shoals,homeprob_roof,3.854634998,[-0.0653 - 7.77463],pct,Percentage living in a home missing shingles or roofing materials
3,Barrow,homeprob_roof,1.969262703,[0.20529 - 3.73329],pct,Percentage living in a home missing shingles or roofing materials
4,Choice Zone-West,homeprob_roof,2.272075769,[0.50809 - 4.03609],pct,Percentage living in a home missing shingles or roofing materials
5,Johnnie Lay Burks,homeprob_roof,2.679056407,[1.50306 - 3.85506],pct,Percentage living in a home missing shingles or roofing materials
6,Cleveland Road,homeprob_roof,0.926141951,[-0.0538 - 1.90614],pct,Percentage living in a home missing shingles or roofing materials
7,Fowler Drive,homeprob_roof,1.971162174,[-0.1848 - 4.12716],pct,Percentage living in a home missing shingles or roofing materials
8,Gaines,homeprob_roof,8.419237259,[0.77529 - 16.0639],pct,Percentage living in a home missing shingles or roofing materials
9,Howard B Stroud,homeprob_roof,3.927535658,[-0.1888 - 8.04358],pct,Percentage living in a home missing shingles or roofing materials
10,Judia Jackson Harris,homeprob_roof,3.131513415,[-0.0046 - 6.26756],pct,Percentage living in a home missing shingles or roofing materials
11,Choice Zone-East,homeprob_roof,4.139618989,[0.21962 - 8.05962],pct,Percentage living in a home missing shingles or roofing materials
12,Oglethorpe,homeprob_roof,0.171177311,[-0.2202 - 0.56312],pct,Percentage living in a home missing shingles or roofing materials
13,Timothy Rd.,homeprob_roof,1.526023935,[-0.6299 - 3.68202],pct,Percentage living in a home missing shingles or roofing materials
14,Whit Davis,homeprob_roof,2.356806636,[-0.7791 - 5.49280],pct,Percentage living in a home missing shingles or roofing materials
15,Whitehead Rd.,homeprob_roof,2.264593061,[0.89259 - 3.63659],pct,Percentage living in a home missing shingles or roofing materials
16,Winterville,homeprob_roof,9.189958152,[-2.9622 - 21.3412],pct,Percentage living in a home missing shingles or roofing materials
0,School Zone not specified by respondent,homeprob_roof,3.486433955,[-0.4332 - 7.40642],pct,Percentage living in a home missing shingles or roofing materials
1,Bettye Henderson Holston,homeprob_pests,22.4548392,[11.8704 - 33.0384],pct,Percentage living in a home with pests such as rats or cockroaches
2,Barnett Shoals,homeprob_pests,17.05816355,[10.1981 - 23.9181],pct,Percentage living in a home with pests such as rats or cockroaches
3,Barrow,homeprob_pests,22.50169219,[16.2292 - 28.7732],pct,Percentage living in a home with pests such as rats or cockroaches
4,Choice Zone-West,homeprob_pests,6.521719819,[3.18977 - 9.85377],pct,Percentage living in a home with pests such as rats or cockroaches
5,Johnnie Lay Burks,homeprob_pests,25.63284467,[18.3807 - 32.8847],pct,Percentage living in a home with pests such as rats or cockroaches
6,Cleveland Road,homeprob_pests,12.23801905,[2.24201 - 22.2340],pct,Percentage living in a home with pests such as rats or cockroaches
7,Fowler Drive,homeprob_pests,9.074182164,[1.62618 - 16.5221],pct,Percentage living in a home with pests such as rats or cockroaches
8,Gaines,homeprob_pests,21.41044333,[11.8069 - 31.0149],pct,Percentage living in a home with pests such as rats or cockroaches
9,Howard B Stroud,homeprob_pests,22.23047554,[11.8428 - 32.6188],pct,Percentage living in a home with pests such as rats or cockroaches
10,Judia Jackson Harris,homeprob_pests,9.18824201,[2.72023 - 15.6563],pct,Percentage living in a home with pests such as rats or cockroaches
11,Choice Zone-East,homeprob_pests,16.78179262,[8.54972 - 25.0132],pct,Percentage living in a home with pests such as rats or cockroaches
12,Oglethorpe,homeprob_pests,16.5148661,[7.10688 - 25.9228],pct,Percentage living in a home with pests such as rats or cockroaches
13,Timothy Rd.,homeprob_pests,10.21204182,[5.31204 - 15.1120],pct,Percentage living in a home with pests such as rats or cockroaches
14,Whit Davis,homeprob_pests,10.21235391,[4.33235 - 16.0923],pct,Percentage living in a home with pests such as rats or cockroaches
15,Whitehead Rd.,homeprob_pests,11.00127848,[3.94527 - 18.0572],pct,Percentage living in a home with pests such as rats or cockroaches
16,Winterville,homeprob_pests,8.834226196,[-0.7699 - 18.4389],pct,Percentage living in a home with pests such as rats or cockroaches
0,School Zone not specified by respondent,homeprob_pests,20.01676057,[11.1965 - 28.8365],pct,Percentage living in a home with pests such as rats or cockroaches
1,Bettye Henderson Holston,homeprob_none,37.22395194,[25.6599 - 48.7879],pct,Percentage living in a home with none of the above listed housing problems
2,Barnett Shoals,homeprob_none,61.19712894,[52.3771 - 70.0171],pct,Percentage living in a home with none of the above listed housing problems
3,Barrow,homeprob_none,54.51153598,[47.2597 - 61.7637],pct,Percentage living in a home with none of the above listed housing problems
4,Choice Zone-West,homeprob_none,42.8641599,[31.1046 - 54.6246],pct,Percentage living in a home with none of the above listed housing problems
5,Johnnie Lay Burks,homeprob_none,53.70116469,[45.2733 - 62.1293],pct,Percentage living in a home with none of the above listed housing problems
6,Cleveland Road,homeprob_none,66.07223764,[52.5482 - 79.5962],pct,Percentage living in a home with none of the above listed housing problems
7,Fowler Drive,homeprob_none,50.95943061,[36.6514 - 65.2674],pct,Percentage living in a home with none of the above listed housing problems
8,Gaines,homeprob_none,52.38073455,[40.8169 - 63.9449],pct,Percentage living in a home with none of the above listed housing problems
9,Howard B Stroud,homeprob_none,34.67407133,[23.8948 - 45.4548],pct,Percentage living in a home with none of the above listed housing problems
10,Judia Jackson Harris,homeprob_none,49.57470928,[30.9545 - 68.1945],pct,Percentage living in a home with none of the above listed housing problems
11,Choice Zone-East,homeprob_none,50.77864569,[39.4108 - 62.1468],pct,Percentage living in a home with none of the above listed housing problems
12,Oglethorpe,homeprob_none,56.35424054,[45.3786 - 67.3306],pct,Percentage living in a home with none of the above listed housing problems
13,Timothy Rd.,homeprob_none,65.44264215,[57.6026 - 73.2826],pct,Percentage living in a home with none of the above listed housing problems
14,Whit Davis,homeprob_none,71.39591107,[62.3799 - 80.4119],pct,Percentage living in a home with none of the above listed housing problems
15,Whitehead Rd.,homeprob_none,63.57542382,[53.1874 - 73.9634],pct,Percentage living in a home with none of the above listed housing problems
16,Winterville,homeprob_none,49.09364061,[28.5135 - 69.6735],pct,Percentage living in a home with none of the above listed housing problems
0,School Zone not specified by respondent,homeprob_none,48.66381624,[38.6671 - 58.6591],pct,Percentage living in a home with none of the above listed housing problems
1,Bettye Henderson Holston,homeprob_any,62.77604806,[],pct,Percentage living in a home with any of the listed housing problems
2,Barnett Shoals,homeprob_any,38.80287106,[38.8028 - 38.8028],pct,Percentage living in a home with any of the listed housing problems
3,Barrow,homeprob_any,45.48846402,[],pct,Percentage living in a home with any of the listed housing problems
4,Choice Zone-West,homeprob_any,57.1358401,[],pct,Percentage living in a home with any of the listed housing problems
5,Johnnie Lay Burks,homeprob_any,46.29883531,[],pct,Percentage living in a home with any of the listed housing problems
6,Cleveland Road,homeprob_any,33.92776236,[33.9277 - 33.9277],pct,Percentage living in a home with any of the listed housing problems
7,Fowler Drive,homeprob_any,49.04056939,[49.0405 - 49.0405],pct,Percentage living in a home with any of the listed housing problems
8,Gaines,homeprob_any,47.61926545,[],pct,Percentage living in a home with any of the listed housing problems
9,Howard B Stroud,homeprob_any,65.32592867,[65.3258 - 65.3258],pct,Percentage living in a home with any of the listed housing problems
10,Judia Jackson Harris,homeprob_any,50.42529072,[],pct,Percentage living in a home with any of the listed housing problems
11,Choice Zone-East,homeprob_any,49.22135431,[],pct,Percentage living in a home with any of the listed housing problems
12,Oglethorpe,homeprob_any,43.64575946,[],pct,Percentage living in a home with any of the listed housing problems
13,Timothy Rd.,homeprob_any,34.55735785,[34.5573 - 34.5573],pct,Percentage living in a home with any of the listed housing problems
14,Whit Davis,homeprob_any,28.60408893,[28.6040 - 28.6040],pct,Percentage living in a home with any of the listed housing problems
15,Whitehead Rd.,homeprob_any,36.42457618,[36.4245 - 36.4245],pct,Percentage living in a home with any of the listed housing problems
16,Winterville,homeprob_any,50.90635939,[],pct,Percentage living in a home with any of the listed housing problems
0,School Zone not specified by respondent,homeprob_any,51.33618376,[],pct,Percentage living in a home with any of the listed housing problems
1,Bettye Henderson Holston,homeprob_mold,13.13528589,[5.09921 - 21.1711],pct,Percentage living in a home with mold
2,Barnett Shoals,homeprob_mold,7.374322852,[2.67032 - 12.0783],pct,Percentage living in a home with mold
3,Barrow,homeprob_mold,14.71651007,[9.62056 - 19.8126],pct,Percentage living in a home with mold
4,Choice Zone-West,homeprob_mold,8.561693645,[2.48561 - 14.6371],pct,Percentage living in a home with mold
5,Johnnie Lay Burks,homeprob_mold,11.73745227,[6.05349 - 17.4219],pct,Percentage living in a home with mold
6,Cleveland Road,homeprob_mold,11.34951082,[1.35351 - 21.3455],pct,Percentage living in a home with mold
7,Fowler Drive,homeprob_mold,3.867393051,[1.12339 - 6.61139],pct,Percentage living in a home with mold
8,Gaines,homeprob_mold,11.63454893,[4.97054 - 18.2984],pct,Percentage living in a home with mold
9,Howard B Stroud,homeprob_mold,18.57576846,[8.57978 - 28.5718],pct,Percentage living in a home with mold
10,Judia Jackson Harris,homeprob_mold,6.117526462,[1.60953 - 10.6253],pct,Percentage living in a home with mold
11,Choice Zone-East,homeprob_mold,13.75979613,[6.50777 - 21.0117],pct,Percentage living in a home with mold
12,Oglethorpe,homeprob_mold,10.68965844,[3.24168 - 18.1378],pct,Percentage living in a home with mold
13,Timothy Rd.,homeprob_mold,7.499489885,[2.79548 - 12.2034],pct,Percentage living in a home with mold
14,Whit Davis,homeprob_mold,5.183174375,[0.67517 - 9.69117],pct,Percentage living in a home with mold
15,Whitehead Rd.,homeprob_mold,7.032009644,[1.54400 - 12.5200],pct,Percentage living in a home with mold
16,Winterville,homeprob_mold,15.0500079,[-1.0212 - 31.1222],pct,Percentage living in a home with mold
0,School Zone not specified by respondent,homeprob_mold,6.336456386,[3.39645 - 9.27645],pct,Percentage living in a home with mold
1,Bettye Henderson Holston,homeprob_health,2.140371844,[-1.5839 - 5.86439],pct,Percentage living in a home with health hazards such as radon or lead
2,Barnett Shoals,homeprob_health,1.635881249,[-0.7161 - 3.98788],pct,Percentage living in a home with health hazards such as radon or lead
3,Barrow,homeprob_health,2.084817947,[-0.0711 - 4.24081],pct,Percentage living in a home with health hazards such as radon or lead
4,Choice Zone-West,homeprob_health,0.324582253,[-0.2633 - 0.91253],pct,Percentage living in a home with health hazards such as radon or lead
5,Johnnie Lay Burks,homeprob_health,1.340856986,[-0.2278 - 2.90888],pct,Percentage living in a home with health hazards such as radon or lead
6,Cleveland Road,homeprob_health,0.29616941,[-0.2918 - 0.88416],pct,Percentage living in a home with health hazards such as radon or lead
7,Fowler Drive,homeprob_health,0,[0],pct,Percentage living in a home with health hazards such as radon or lead
8,Gaines,homeprob_health,3.388502064,[-1.3154 - 8.09254],pct,Percentage living in a home with health hazards such as radon or lead
9,Howard B Stroud,homeprob_health,0,[0],pct,Percentage living in a home with health hazards such as radon or lead
10,Judia Jackson Harris,homeprob_health,0,[0],pct,Percentage living in a home with health hazards such as radon or lead
11,Choice Zone-East,homeprob_health,0.359963463,[-0.2283 - 0.94793],pct,Percentage living in a home with health hazards such as radon or lead
12,Oglethorpe,homeprob_health,0.513531934,[-0.0743 - 1.10153],pct,Percentage living in a home with health hazards such as radon or lead
13,Timothy Rd.,homeprob_health,0.095048546,[-0.1009 - 0.29104],pct,Percentage living in a home with health hazards such as radon or lead
14,Whit Davis,homeprob_health,0.40519842,[-0.1828 - 0.99319],pct,Percentage living in a home with health hazards such as radon or lead
15,Whitehead Rd.,homeprob_health,0.329257667,[-0.0627 - 0.72125],pct,Percentage living in a home with health hazards such as radon or lead
16,Winterville,homeprob_health,0.570674777,[-0.6056 - 1.74666],pct,Percentage living in a home with health hazards such as radon or lead
0,School Zone not specified by respondent,homeprob_health,1.47449512,[0.29846 - 2.65046],pct,Percentage living in a home with health hazards such as radon or lead
1,Bettye Henderson Holston,homeprob_cracks,11.1053212,[3.65738 - 18.5538],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
2,Barnett Shoals,homeprob_cracks,5.513360383,[2.18136 - 8.84536],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
3,Barrow,homeprob_cracks,11.99358981,[7.28954 - 16.6974],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
4,Choice Zone-West,homeprob_cracks,10.8870399,[2.45903 - 19.3153],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
5,Johnnie Lay Burks,homeprob_cracks,12.62776643,[6.74773 - 18.5073],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
6,Cleveland Road,homeprob_cracks,2.040452504,[0.47245 - 3.60845],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
7,Fowler Drive,homeprob_cracks,16.09479822,[4.53079 - 27.6587],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
8,Gaines,homeprob_cracks,16.8060133,[8.77001 - 24.8421],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
9,Howard B Stroud,homeprob_cracks,18.36021499,[9.73628 - 26.9848],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
10,Judia Jackson Harris,homeprob_cracks,9.867971246,[3.00795 - 16.7275],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
11,Choice Zone-East,homeprob_cracks,13.98676904,[6.14674 - 21.8264],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
12,Oglethorpe,homeprob_cracks,7.902506113,[1.63052 - 14.1742],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
13,Timothy Rd.,homeprob_cracks,5.83114102,[1.91114 - 9.75114],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
14,Whit Davis,homeprob_cracks,7.009967079,[1.91396 - 12.1059],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
15,Whitehead Rd.,homeprob_cracks,11.11757715,[3.86557 - 18.3695],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
16,Winterville,homeprob_cracks,22.68973259,[4.06975 - 41.3095],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
0,School Zone not specified by respondent,homeprob_cracks,12.26979056,[5.99772 - 18.5412],pct,"Percentage living in a home with open cracks or holes in the floors, wall, or ceilings"
1,Bettye Henderson Holston,neigh_safe,41.505415,[27.9819 - 55.0299],pct,Percentage who feel unsafe in their neighborhood
2,Barnett Shoals,neigh_safe,5.991574,[2.07157 - 9.91157],pct,Percentage who feel unsafe in their neighborhood
3,Barrow,neigh_safe,23.778812,[17.3103 - 30.2463],pct,Percentage who feel unsafe in their neighborhood
4,Choice Zone-West,neigh_safe,18.347921,[9.33196 - 27.3636],pct,Percentage who feel unsafe in their neighborhood
5,Johnnie Lay Burks,neigh_safe,5.847817,[2.71186 - 8.98386],pct,Percentage who feel unsafe in their neighborhood
6,Cleveland Road,neigh_safe,17.830273,[5.28627 - 30.3742],pct,Percentage who feel unsafe in their neighborhood
7,Fowler Drive,neigh_safe,15.717149,[4.15314 - 27.2811],pct,Percentage who feel unsafe in their neighborhood
8,Gaines,neigh_safe,41.00277,[28.6543 - 53.3503],pct,Percentage who feel unsafe in their neighborhood
9,Howard B Stroud,neigh_safe,42.866912,[30.3228 - 55.4108],pct,Percentage who feel unsafe in their neighborhood
10,Judia Jackson Harris,neigh_safe,11.305704,[3.46574 - 19.1454],pct,Percentage who feel unsafe in their neighborhood
11,Choice Zone-East,neigh_safe,18.875743,[9.85976 - 27.8916],pct,Percentage who feel unsafe in their neighborhood
12,Oglethorpe,neigh_safe,15.63186,[7.00784 - 24.2554],pct,Percentage who feel unsafe in their neighborhood
13,Timothy Rd.,neigh_safe,9.112973,[4.21297 - 14.0129],pct,Percentage who feel unsafe in their neighborhood
14,Whit Davis,neigh_safe,10.089231,[4.01323 - 16.1652],pct,Percentage who feel unsafe in their neighborhood
15,Whitehead Rd.,neigh_safe,11.449061,[4.00106 - 18.8970],pct,Percentage who feel unsafe in their neighborhood
16,Winterville,neigh_safe,35.264475,[11.74412 - 58.78412],pct,Percentage who feel unsafe in their neighborhood
0,School Zone not specified by respondent,neigh_safe,26.580465,[17.3687 - 35.7927],pct,Percentage who feel unsafe in their neighborhood
1,Bettye Henderson Holston,street_safe,36.447773,[23.3157 - 49.5797],pct,Percentage who feel unsafe on their street
2,Barnett Shoals,street_safe,7.798097,[3.09409 - 12.5020],pct,Percentage who feel unsafe on their street
3,Barrow,street_safe,22.572422,[16.3002 - 28.8442],pct,Percentage who feel unsafe on their street
4,Choice Zone-West,street_safe,23.212479,[12.4325 - 33.9925],pct,Percentage who feel unsafe on their street
5,Johnnie Lay Burks,street_safe,8.671145,[4.35912 - 12.9832],pct,Percentage who feel unsafe on their street
6,Cleveland Road,street_safe,17.659374,[5.11537 - 30.2033],pct,Percentage who feel unsafe on their street
7,Fowler Drive,street_safe,18.387033,[6.23503 - 30.5390],pct,Percentage who feel unsafe on their street
8,Gaines,street_safe,35.084358,[23.3246 - 46.8446],pct,Percentage who feel unsafe on their street
9,Howard B Stroud,street_safe,42.087864,[29.5438 - 54.6318],pct,Percentage who feel unsafe on their street
10,Judia Jackson Harris,street_safe,11.415671,[3.37961 - 19.4511],pct,Percentage who feel unsafe on their street
11,Choice Zone-East,street_safe,14.810794,[10.4982 - 19.1222],pct,Percentage who feel unsafe on their street
12,Oglethorpe,street_safe,15.009945,[6.77792 - 23.2412],pct,Percentage who feel unsafe on their street
13,Timothy Rd.,street_safe,9.330419,[4.43041 - 14.2304],pct,Percentage who feel unsafe on their street
14,Whit Davis,street_safe,8.949646,[3.46164 - 14.4376],pct,Percentage who feel unsafe on their street
15,Whitehead Rd.,street_safe,9.657094,[3.34589 - 15.9682],pct,Percentage who feel unsafe on their street
16,Winterville,street_safe,23.008841,[2.42885 - 43.5885],pct,Percentage who feel unsafe on their street
0,School Zone not specified by respondent,street_safe,22.988886,[14.5603 - 31.4163],pct,Percentage who feel unsafe on their street
1,Bettye Henderson Holston,home_safe,19.668057,[8.88805 - 30.4485],pct,Percentage who feel unsafe in their home
2,Barnett Shoals,home_safe,5.043805,[0.92780 - 9.15980],pct,Percentage who feel unsafe in their home
3,Barrow,home_safe,9.715638,[5.20763 - 14.2233],pct,Percentage who feel unsafe in their home
4,Choice Zone-West,home_safe,9.455587,[4.55555 - 14.3555],pct,Percentage who feel unsafe in their home
5,Johnnie Lay Burks,home_safe,3.487295,[0.93923 - 6.03523],pct,Percentage who feel unsafe in their home
6,Cleveland Road,home_safe,12.591893,[1.61589 - 23.5678],pct,Percentage who feel unsafe in their home
7,Fowler Drive,home_safe,5.77292,[2.24492 - 9.30092],pct,Percentage who feel unsafe in their home
8,Gaines,home_safe,17.903177,[8.88716 - 26.9196],pct,Percentage who feel unsafe in their home
9,Howard B Stroud,home_safe,27.26211,[15.3068 - 39.2188],pct,Percentage who feel unsafe in their home
10,Judia Jackson Harris,home_safe,6.616148,[0.93219 - 12.3009],pct,Percentage who feel unsafe in their home
11,Choice Zone-East,home_safe,6.603513,[1.11558 - 12.0918],pct,Percentage who feel unsafe in their home
12,Oglethorpe,home_safe,7.36006,[1.48003 - 13.2403],pct,Percentage who feel unsafe in their home
13,Timothy Rd.,home_safe,6.03639,[1.92039 - 10.1523],pct,Percentage who feel unsafe in their home
14,Whit Davis,home_safe,8.664624,[2.39262 - 14.9366],pct,Percentage who feel unsafe in their home
15,Whitehead Rd.,home_safe,6.981469,[1.10146 - 12.8614],pct,Percentage who feel unsafe in their home
16,Winterville,home_safe,10.314803,[-6.5416 - 27.1706],pct,Percentage who feel unsafe in their home
0,School Zone not specified by respondent,home_safe,12.862474,[5.61047 - 20.1147],pct,Percentage who feel unsafe in their home
1,Bettye Henderson Holston,homeprob_paint,9.855086716,[3.19104 - 16.5194],pct,Percentage living in a home with peeling paint
2,Barnett Shoals,homeprob_paint,10.95253322,[5.46453 - 16.4405],pct,Percentage living in a home with peeling paint
3,Barrow,homeprob_paint,19.87707395,[13.9973 - 25.7573],pct,Percentage living in a home with peeling paint
4,Choice Zone-West,homeprob_paint,11.92360407,[3.29964 - 20.5474],pct,Percentage living in a home with peeling paint
5,Johnnie Lay Burks,homeprob_paint,14.27141884,[8.58749 - 19.9559],pct,Percentage living in a home with peeling paint
6,Cleveland Road,homeprob_paint,7.662737954,[-0.9612 - 16.2867],pct,Percentage living in a home with peeling paint
7,Fowler Drive,homeprob_paint,16.18031064,[4.61631 - 27.7443],pct,Percentage living in a home with peeling paint
8,Gaines,homeprob_paint,9.766000103,[3.88603 - 15.6463],pct,Percentage living in a home with peeling paint
9,Howard B Stroud,homeprob_paint,14.27135038,[6.43138 - 22.1118],pct,Percentage living in a home with peeling paint
10,Judia Jackson Harris,homeprob_paint,6.159877713,[1.25985 - 11.0595],pct,Percentage living in a home with peeling paint
11,Choice Zone-East,homeprob_paint,11.20726263,[4.54324 - 17.8714],pct,Percentage living in a home with peeling paint
12,Oglethorpe,homeprob_paint,8.416038047,[2.14402 - 14.6882],pct,Percentage living in a home with peeling paint
13,Timothy Rd.,homeprob_paint,7.874327532,[3.36632 - 12.3823],pct,Percentage living in a home with peeling paint
14,Whit Davis,homeprob_paint,6.517914498,[1.61791 - 11.4179],pct,Percentage living in a home with peeling paint
15,Whitehead Rd.,homeprob_paint,9.246479927,[3.17047 - 15.3224],pct,Percentage living in a home with peeling paint
16,Winterville,homeprob_paint,8.930529138,[-3.2212 - 21.0822],pct,Percentage living in a home with peeling paint
0,School Zone not specified by respondent,homeprob_paint,11.35005359,[6.05807 - 16.6427],pct,Percentage living in a home with peeling paint
1,Bettye Henderson Holston,college_enroll,12.71650015,[4.48452 - 20.9482],pct,Percentage that are currently enrolled in college
2,Barnett Shoals,college_enroll,29.34517427,[21.1131 - 37.5771],pct,Percentage that are currently enrolled in college
3,Barrow,college_enroll,43.01384312,[35.7617 - 50.2657],pct,Percentage that are currently enrolled in college
4,Choice Zone-West,college_enroll,3.483542578,[1.13152 - 5.83552],pct,Percentage that are currently enrolled in college
5,Johnnie Lay Burks,college_enroll,12.55807927,[6.87409 - 18.2429],pct,Percentage that are currently enrolled in college
6,Cleveland Road,college_enroll,7.93013851,[0.09013 - 15.7701],pct,Percentage that are currently enrolled in college
7,Fowler Drive,college_enroll,14.63612248,[3.07212 - 26.2001],pct,Percentage that are currently enrolled in college
8,Gaines,college_enroll,15.57761703,[7.34562 - 23.8092],pct,Percentage that are currently enrolled in college
